RE	TG	SNP	D0	Sig	RS	P-value	TF
chr20_62574377_62574697	ABHD16B	rs1093456,rs1093457,rs113119033,rs118096660,rs137997964,rs139776289,rs141306405,rs141385312,rs142431866,rs142492765,rs145637561,rs145781526,rs150452993,rs151251129,rs182119637,rs188366436,rs1884653,rs193043324,rs2427552,rs2427560,rs2427564,rs2427565,rs2427573,rs2427581,rs2427582,rs3810501,rs3810502,rs41278218,rs41278220,rs41278224,rs41278228,rs41278232,rs45566234,rs4809244,rs4809246,rs4809247,rs4809249,rs4809382,rs4809383,rs4809384,rs6011220,rs6062330,rs6062331,rs6062332,rs6062333,rs6062570,rs6062573,rs6062576,rs6062581,rs6062583,rs6062584,rs6062587,rs6062588,rs6122211,rs6122213,rs62218067,rs7273242,rs73136572,rs73147087,rs73151756,rs73151761,rs7409760,rs748251,rs79599197,rs79864192,rs80000030,rs817312,rs817315,rs817318,rs817321,rs817322,rs817330,rs817332,rs817336,rs817338,rs817340,rs817341,rs817343,rs817344,rs817345,rs817346,rs817347,rs817348,rs817349,rs817351,rs817352,rs817353,rs817354,rs817355,rs817356,rs817357,rs817358,rs817359,rs817360,rs817370,rs817380,rs843850,rs843851	###	###	0.15472745482521383	0.672262579824571	NFIX,ETS2,EGR1,BHLHE40,NR2F1
chr22_29794700_29794955	GAS2L1	rs117915881,rs13056534,rs13058114,rs141771346,rs147854272,rs148224091,rs150039320,rs151016222,rs2106265,rs35193794,rs67915183,rs683345,rs78857746	###	###	0.15469393794491587	0.6724243089857017	SOX9,NFIX,USF2,ESRRA,ETS2,RXRB,TCF4,NR2F1
chr19_49053201_49053776	SPHK2	rs10402449,rs10407495,rs10407745,rs10411546,rs10414050,rs10415959,rs10424655,rs10426193,rs112362298,rs112635740,rs112798227,rs113033539,rs113897070,rs117988024,rs11880740,rs144119492,rs16982133,rs184757245,rs2544783,rs2544790,rs2665581,rs2665584,rs28368469,rs28439983,rs28521780,rs3786749,rs411482,rs4350673,rs4801767,rs56139425,rs56696012,rs59804739,rs62130305,rs7245767,rs7249659,rs7250604,rs7260559,rs73050965,rs73053554,rs75407443,rs75906447,rs77910340,rs79585878,rs79686100,rs79911450,rs79916254,rs8103233,rs9989661	###	###	0.1542898413185078	0.6743716448952329	ETS2,NR2F1
chr4_1671964_1672178	TMEM129	rs12501249,rs12508137,rs149838737,rs17132038,rs182798508,rs190123787,rs28545138,rs34106809,rs35793479,rs3752743,rs41286669,rs4865452,rs4865453,rs56346639,rs62287660,rs6821831,rs73188108,rs74596366	###	###	0.15426062955811126	0.6745122325069394	ETS2,NR2F1,BHLHE40,NFIX
chr13_107862769_107863066	FAM155A	rs147342511,rs1927746,rs1927748,rs1927761,rs1927767,rs2182958,rs2769891,rs2769901,rs2769912,rs2769913,rs2769916,rs2806494,rs2806519,rs2806521,rs2806524,rs3751448,rs4771556,rs4772856,rs7320622,rs77268524,rs9301197,rs9558961,rs9587321	rs3751448	###	0.15410679268893807	0.6752521941135227	NR2F6,NFIX,ELK1,ESRRA,ETS2,RXRB,EGR1,NR2F1
chr17_15868475_15868737	ADORA2B	rs1045599,rs10491104,rs11078320,rs11078321,rs11651508,rs11654,rs11655456,rs117360362,rs11868809,rs11869563,rs148354950,rs148865216,rs150417376,rs1860643,rs186294024,rs2015353,rs2041459,rs2041460,rs2109632,rs2159643,rs2286795,rs2286796,rs2302415,rs2324082,rs2324084,rs2535614,rs2779205,rs2779207,rs2779208,rs2779210,rs2779211,rs34236618,rs3760297,rs3760298,rs3826360,rs4239134,rs4792707,rs4792708,rs4792709,rs4792711,rs4792712,rs4792713,rs55676330,rs56060666,rs6502479,rs6502480,rs6502482,rs7209094,rs7210655,rs7214891,rs7216949,rs7217614,rs758853,rs8070859,rs8075345,rs8076669,rs9889745,rs9891938,rs9899995	###	###	0.15406409565805534	0.675457446177464	ETS2,RXRB
chr20_60777890_60778102	PSMA7	rs10470079,rs114224105,rs115125846,rs115580037,rs116172849,rs116598734,rs117343642,rs117365729,rs117459531,rs118009262,rs138662104,rs138938887,rs143155372,rs146684129,rs146727712,rs149423630,rs1739583,rs1739594,rs185119221,rs187717071,rs4925358,rs55847529,rs60449167,rs6061468,rs6062162,rs6089339,rs6121519,rs6121520,rs6121522,rs6121524,rs6121924,rs6121929,rs6121931,rs6121932,rs6121935,rs6121942,rs7267581,rs7360817,rs75386972,rs75879474,rs77000623,rs78481383,rs79852811	###	###	0.15396137001474294	0.6759510478402744	BHLHE40,ZBTB7A,ETS2,RXRB,ETV5,NR2F1
chr16_67943492_67943925	NUTF2	rs10468274,rs1109166,rs111465361,rs1124324,rs112434994,rs1134760,rs11553287,rs117213038,rs12448131,rs13334918,rs145739255,rs1476306,rs16942887,rs17851876,rs189451829,rs20549,rs2271293,rs2271294,rs2292318,rs3785098,rs55781197,rs56070533,rs56374641,rs59600980,rs62059357,rs6499145,rs7187289,rs7195605,rs7196789,rs73594554,rs73594556,rs73594581,rs76521039,rs78818722,rs80281232,rs8054091,rs8057986,rs8060686,rs9934405	###	###	0.15394950530653184	0.6760080384338689	ETS2
chr13_110952617_110953017	COL4A1	rs112503797,rs11616769,rs4773142,rs4773147,rs61963333,rs6492261,rs7317784,rs77723598,rs7998749	###	###	0.15384030310500763	0.6765323832535007	ETS2
chr11_72494334_72494547	STARD10	rs1059000,rs10898870,rs11235577,rs11235578,rs11235579,rs11235580,rs113087633,rs11602366,rs11602873,rs11603349,rs117819392,rs12271961,rs12272109,rs12287481,rs12289259,rs12289849,rs12292781,rs12292949,rs12294368,rs12295122,rs1277060,rs12808507,rs138790164,rs139534838,rs144452641,rs145398037,rs145575529,rs145721005,rs150561945,rs151018105,rs1785212,rs1872127,rs1872128,rs2291290,rs2291291,rs2291292,rs2291293,rs2365441,rs2365442,rs2886366,rs2886367,rs3862789,rs3862790,rs3862791,rs4943997,rs5008485,rs534668,rs55819004,rs55957377,rs56148078,rs56171413,rs56693670,rs58249351,rs58375567,rs58424437,rs60497375,rs613937,rs61489692,rs6592483,rs6592484,rs66628852,rs67034709,rs67072384,rs67075228,rs67260737,rs67288233,rs67809272,rs7103836,rs7104664,rs7109575,rs7120605,rs7120700,rs7122017,rs7122044,rs7123876,rs7124056,rs7125722,rs7128364,rs7129793,rs72964198,rs72964856,rs72966113,rs72966136,rs74333814,rs77106637,rs77267834,rs77464186,rs7926287,rs79430446,rs80300075	###	###	0.15371545882250762	0.6771314057754083	NFIX,ZBTB7A,ESRRA,ETS2,RXRB,NR2F1,THRA,EGR1,TCF4,SREBF2
chr22_35922638_35922917	RASD2	rs1001787,rs1107498,rs13053308,rs13054394,rs13055336,rs139056,rs142444761,rs146748149,rs150260739,rs193067434,rs2011918,rs2092195,rs2179247,rs2272860,rs2272861,rs2413353,rs3747159,rs3940180,rs4303814,rs4820197,rs57025623,rs5755741,rs5995117,rs5995119,rs5999832,rs5999833,rs5999843,rs5999853,rs5999862,rs5999864,rs5999865,rs6518957,rs714026,rs715622,rs7290294,rs7292745,rs73154065,rs736210,rs736211,rs736212,rs742202,rs76475935,rs77530729,rs8137058,rs880211,rs909704,rs9306302,rs9619553,rs9619554,rs9622222	###	###	0.15369507965208073	0.6772291446815866	ETS2,NFIX
chr7_99154957_99155210	FAM200A	rs10225314,rs117152337,rs117772680,rs13223272,rs140050940,rs140151648,rs146296501,rs17161766,rs17161771,rs17161772,rs190021801,rs2108154,rs28374840,rs61402640	###	###	0.15344599863904945	0.678422751279015	MEIS3,NR2F6,NFIX,ZBTB7A,ESRRA,TBR1,ETS2,SOX2,RXRB,YY1,ETV5,NR2F1
chr14_35079632_35080108	EAPP	rs10220690,rs11156848,rs11156849,rs113369802,rs117933152,rs11850430,rs12435717,rs12586808,rs12590540,rs12878227,rs12881535,rs12884427,rs12884997,rs12885352,rs12890311,rs12895640,rs13826,rs144718835,rs144924774,rs149140869,rs149639546,rs17524152,rs183317620,rs187119842,rs190790721,rs191865333,rs192973330,rs28515732,rs34068551,rs34479175,rs34602534,rs34814201,rs34978749,rs35194168,rs35257621,rs35415402,rs4403967,rs4584737,rs4628872,rs4981245,rs4982197,rs56220345,rs58688462,rs60412145,rs61316540,rs61979715,rs61979723,rs6650487,rs6650497,rs71419996,rs7146042,rs73236276,rs78396757	###	###	0.1532122848672047	0.6795410451996929	ETS2,TEF,RXRB
chr7_151566489_151566807	ACTR3B	rs117183728,rs117630965,rs181583899,rs186376642,rs28580428,rs61462038,rs73160060	###	###	0.1531449395183044	0.6798629833455889	ETS2
chr1_1203814_1204030	PUSL1	rs11260563,rs11260575,rs11260576,rs11260577,rs11260578,rs114989268,rs11804831,rs12089192,rs12410087,rs12563338,rs1268339,rs12751100,rs13306647,rs140694131,rs181192706,rs2064600,rs2239609,rs2273276,rs35031478,rs3737722,rs3737723,rs4018608,rs4970364,rs4970430,rs55812745,rs55834051,rs56210437,rs56378990,rs56673092,rs58080375,rs58937376,rs59225223,rs60252802,rs6603782,rs6603788,rs6665791,rs6685064,rs6689813,rs6697886,rs74046660,rs74046664,rs74046665,rs7528416,rs77131666,rs944369	rs4018608	###	0.15296749092798725	0.6807106110104653	ETS2
chr11_67290237_67290437	TMEM134	rs117479944,rs117631271,rs118132294,rs118184587,rs1272686,rs139368700,rs146274599,rs150257770,rs187909827,rs187921848,rs191731494,rs3758941,rs672432,rs685407,rs687376	###	###	0.15291781632946158	0.6809477253151116	ETS2,RXRB
chr17_1602455_1602689	SERPINF1	rs116095102,rs117455185,rs117894712,rs12452026,rs147802376,rs181149200,rs186976275,rs192127162,rs192478799,rs2301592,rs28369495,rs60292203,rs74635192,rs77375255,rs9895732	###	###	0.15252751181232185	0.6828082038581985	NR2F6,NFIX,RXRA,NFIC,ESRRA,ETS2,RXRB,ETV5,NR2F1
chr8_27106739_27107020	STMN4	rs10094592,rs10099974,rs10113433,rs114374287,rs115554579,rs117764474,rs11987959,rs11988002,rs11990926,rs11995424,rs13262360,rs13270601,rs140103307,rs1542185,rs1562332,rs189581592,rs2322411,rs28526441,rs61572560,rs77851611,rs9314341,rs9314342,rs9314343,rs9314344,rs9314345,rs9314346,rs9987082	###	###	0.15247587402276452	0.6830540032013173	MEIS3,NFIX,CEBPD,ETS2,CEBPB,RXRB,EGR1
chr10_124151476_124151696	PLEKHA1	rs1004946,rs10082462,rs10082476,rs1045216,rs10510109,rs10510110,rs10749466,rs10788284,rs10887140,rs10887141,rs10887142,rs10887145,rs10887148,rs10887149,rs10887150,rs11200562,rs11200571,rs11200572,rs11200576,rs11200581,rs11200583,rs11200585,rs11200594,rs11200595,rs11200604,rs11200606,rs11200607,rs11200608,rs11200609,rs11200615,rs11200621,rs11200629,rs113306148,rs11592338,rs11592665,rs11596594,rs11596636,rs11598094,rs11816578,rs12220862,rs12242543,rs12246005,rs12256448,rs12269675,rs12415329,rs12761255,rs142146743,rs146766909,rs148009862,rs148203062,rs150142533,rs17103488,rs17103522,rs183902773,rs188257282,rs1885514,rs190694486,rs192543599,rs2280141,rs2292624,rs2292625,rs2292626,rs2292627,rs2421016,rs2421017,rs2421018,rs2421019,rs2421020,rs2421021,rs2421022,rs2901307,rs34532774,rs34783530,rs35444643,rs35777422,rs3850765,rs4146894,rs4311997,rs4345899,rs4565845,rs4612730,rs4751889,rs4751890,rs4752689,rs4752691,rs5013920,rs56029211,rs6585816,rs6585817,rs6585818,rs6585820,rs6585822,rs6585827,rs6585829,rs7068487,rs7072204,rs7074542,rs7079976,rs7080960,rs7084349,rs7084718,rs7085821,rs7087144,rs7088058,rs7089084,rs7091993,rs7095410,rs7097701,rs71486610,rs7350442,rs78200813,rs78305107,rs7896881,rs7902176,rs79078230,rs7908662,rs7913140,rs7917247,rs7922158,rs80156494,rs8181474,rs9988734	###	###	0.15243422004383714	0.6832522200914707	ETS2
chr15_40683468_40683846	IVD	rs10518693,rs11070266,rs111540938,rs112366697,rs113189667,rs113638727,rs11541642,rs11557072,rs11633883,rs11634187,rs11636147,rs11638033,rs116843395,rs11858714,rs12368,rs12440453,rs12593066,rs12593725,rs12899773,rs12902310,rs12905240,rs12912270,rs12913300,rs142206246,rs149302504,rs16970617,rs16970633,rs17670745,rs17671194,rs17671250,rs17672016,rs17672041,rs17733008,rs17733719,rs186854522,rs1898884,rs1898885,rs2075624,rs2289328,rs2289329,rs34034104,rs34088794,rs34109167,rs34321039,rs34766487,rs34870475,rs35043215,rs35070171,rs35081132,rs35189772,rs35565646,rs35777573,rs3803358,rs3803359,rs3803360,rs4923864,rs4924456,rs4924464,rs55788133,rs55982218,rs56221586,rs62017979,rs62018005,rs71472431,rs71472433,rs71472434,rs71472439,rs71472440,rs7164132,rs7164321,rs7164581,rs7164606,rs7166991,rs7169262,rs7169404,rs7172000,rs7174448,rs74013060,rs746673,rs74793470,rs75159543,rs75278386,rs76277863,rs76994419,rs77531164,rs77556692,rs78153629,rs78480617,rs78604110,rs79044944,rs79626713,rs8026523,rs8027487,rs8033249,rs8033938,rs8034859,rs8037207,rs8040755,rs934935,rs9635324	rs11541642	rs3803359,rs3803360,rs2289328,rs35565646,rs12913300,rs56221586,rs71472433,rs11636147,rs7164606,rs7164581,rs11634187,rs35777573,rs16970633	0.15236709937485843	0.683571513472245	ETS2,NFIX
chr1_18371764_18372146	IGSF21	rs113794322,rs114969777,rs115108347,rs12139720,rs143423072,rs143815740,rs145375006,rs150441619,rs191004206,rs34226854,rs34368678,rs76444898,rs77635712,rs78847541,rs79852120	###	###	0.1522674830101517	0.6840451368635547	ETS2,NFIX
chr9_131125104_131125309	CERCAM	rs112739916,rs113785080	###	###	0.152265902910862	0.6840526469734286	TEF,MEIS3,NR2F6,CTCF,NR2F2,RXRB,NR3C1,JDP2,TRIM28,YY1,FOXG1,SMAD3,JUND,ETV1,HEY1,HLF,JUN,ETS1,POU3F2,USF1,POU3F3,ZNF711,PBX2,JUNB,GABPA,SOX15,ETV5,TCF3,KLF3,TCF4,NFE2L1,PKNOX2,TCF12,FLI1,KLF4,BHLHE41,TEAD1,ETS2,SOX2,TBP,BHLHE40,DBP,POU2F1,NR3C2,RXRG,TFAP4,RXRA,TEAD3,ASCL1,ERG,USF2,ESRRA,TEAD2,TBR1,ELF1,NR1H2,NFE2L2,TBX2,ELF2,NR2F1,TFE3,ATF3
chr4_1671284_1671615	TMEM129	rs12501249,rs12508137,rs149838737,rs182798508,rs190123787,rs28545138,rs34106809,rs35793479,rs3752743,rs41286669,rs4865452,rs4865453,rs56346639,rs62287660,rs6821831,rs73188108,rs74596366	###	###	0.15224029800363656	0.6841743348528744	ETS2,NR2F1,NFIX,BHLHE40
chr19_2708278_2708480	DIRAS1	rs112227432,rs112586554,rs112590727,rs113665996,rs114506466,rs117588399,rs11881479,rs139169338,rs140376410,rs142002493,rs147846132,rs60649622,rs61386578,rs62121077,rs62121118,rs73510548,rs77168875	###	###	0.15213306846780597	0.6846837286261505	MEIS3,NR2F6,NFIX,USF1,SOX8,POU3F3,USF2,ESRRA,ETS2,SOX2,ETV5,FOXG1,NR2F1,TFE3
chr17_7418930_7419133	SAT2	rs11078693,rs118106205,rs138098677,rs144575559,rs145588412,rs146039215,rs2111438,rs28726315,rs34293835,rs35061142,rs35685155,rs6503033,rs6503035,rs6503036,rs71370498,rs71370499,rs7213231,rs7224868,rs8069501,rs9630708,rs9911457,rs9912529,rs9916005,rs9916183	###	###	0.151873347614522	0.6859160766590573	ETS2,RXRB
chr19_1121301_1121659	GPX4,SBNO2	rs113394734,rs11668064,rs149381086,rs184027312,rs35405743,rs35500465,rs35921363,rs4807629,rs4807630,rs4807633,rs57813069,rs76603488	###	###	0.15164508468711949	0.6869974517847325	SOX9,NR2F6,MAZ,CTCF,FOXO4,NFIC,RXRB,NR3C1,YY1,JDP2,ETV1,HEY1,MZF1,NFIX,ETS1,MAFG,E2F1,KLF3,ETV5,TCF3,TCF4,TCF12,FLI1,KLF4,BHLHE41,EGR3,ETS2,SOX2,SRF,EGR1,BHLHE40,TBP,NR3C2,RXRG,RXRA,SOX8,ZBTB7A,TBR1,ESRRA,NFE2L2,ELF2,NR2F1,GABPA
chr7_143070561_143070763	FAM131B	rs10952549,rs147828550,rs186231604,rs188479014,rs62472688,rs6947788,rs73154205,rs73154206	###	###	0.15159735102071667	0.6872233829278194	ETS2,SOX2,FOXO4
chr10_104584114_104584332	AS3MT	rs1004467,rs10509760,rs10509762,rs10786712,rs10786713,rs10786714,rs10786715,rs10786716,rs10786717,rs10883780,rs10883781,rs10883783,rs10883784,rs10883785,rs11191401,rs11191414,rs11191415,rs11191416,rs11191419,rs11191424,rs11191425,rs11191426,rs112468006,rs117085871,rs117385011,rs117574307,rs12219246,rs12219247,rs12241517,rs12254149,rs12259506,rs12265066,rs12780720,rs138009835,rs139247810,rs139573926,rs139928717,rs142463040,rs144160547,rs146504787,rs1475642,rs147981855,rs150356848,rs150786824,rs17115100,rs17115171,rs17724534,rs17878846,rs17881215,rs17882328,rs180734541,rs187851820,rs192569,rs2150927,rs2253709,rs2253950,rs2486757,rs284854,rs284855,rs284856,rs284857,rs284858,rs284860,rs284862,rs284863,rs284864,rs34416174,rs35756290,rs3740397,rs3740398,rs3740400,rs3758544,rs3781286,rs3781287,rs3824754,rs3824755,rs4147157,rs4290163,rs4409766,rs45609333,rs478126,rs4917985,rs4917986,rs4919682,rs4919683,rs4919684,rs4919685,rs4919686,rs4919687,rs4919689,rs4919691,rs55994728,rs58109969,rs6162,rs6163,rs61870810,rs619824,rs7085104,rs7089422,rs7092690,rs7096169,rs7096183,rs7096249,rs7096475,rs7097872,rs7098825,rs7100530,rs72841265,rs743572,rs743575,rs78362087,rs7902804,rs7904113,rs7912206,rs79281446,rs79771646	rs4919682	###	0.15149106032166434	0.6877262212463309	ETS2
chr7_48142167_48142373	UPP1	rs113240263,rs117045825,rs140270826,rs147121957,rs147370883,rs148587486,rs182260972	###	###	0.15140838052094657	0.6881171199423711	ETS2
chr11_598256_599178	RNH1	rs1051390,rs1055382,rs1061502,rs1061505,rs10902178,rs112006329,rs11246213,rs11246217,rs11246220,rs11246221,rs1124816,rs1131665,rs11539530,rs12272314,rs12272434,rs12280580,rs12286622,rs12289645,rs12290989,rs12418883,rs12419618,rs12419694,rs12419720,rs12420875,rs12421158,rs12421174,rs12421184,rs12421646,rs12422022,rs12795572,rs12796605,rs12797496,rs12800061,rs12801890,rs12802486,rs12803048,rs12803132,rs12805435,rs137998609,rs148332379,rs187343915,rs189994832,rs2246614,rs2396545,rs2740375,rs34449380,rs34793529,rs34889521,rs35482931,rs35600572,rs35788385,rs35865896,rs36060383,rs4963128,rs4963140,rs4963198,rs58688157,rs60568231,rs61876662,rs61876663,rs61876664,rs61877803,rs61877856,rs61877857,rs61877858,rs61879160,rs702965,rs702966,rs7101726,rs7108757,rs7112149,rs7117022,rs7122021,rs77348438,rs7926440,rs7928902,rs7929541,rs7932229,rs7936397,rs7941547,rs7943546,rs936460,rs936468,rs936469,rs936472	rs36060383	###	0.15135212683885133	0.6883829585513115	ETS2
chr11_597141_597759	RNH1	rs1051390,rs1055382,rs1061502,rs1061505,rs10902178,rs112006329,rs11246213,rs11246217,rs11246220,rs11246221,rs1124816,rs1131665,rs11539530,rs12272314,rs12272434,rs12280580,rs12286622,rs12289645,rs12290989,rs12418883,rs12419618,rs12419694,rs12419720,rs12420875,rs12421158,rs12421174,rs12421184,rs12421646,rs12422022,rs12795572,rs12796605,rs12797496,rs12800061,rs12801890,rs12802486,rs12803048,rs12803132,rs12805435,rs137998609,rs148332379,rs187343915,rs189994832,rs2246614,rs2396545,rs2740375,rs34449380,rs34793529,rs34889521,rs35482931,rs35600572,rs35788385,rs35865896,rs36060383,rs4963128,rs4963140,rs4963198,rs58688157,rs60568231,rs61876662,rs61876663,rs61876664,rs61877803,rs61877856,rs61877857,rs61877858,rs61879160,rs702965,rs702966,rs7101726,rs7108757,rs7112149,rs7117022,rs7122021,rs77348438,rs7926440,rs7928902,rs7929541,rs7932229,rs7936397,rs7941547,rs7943546,rs936460,rs936468,rs936469,rs936472	###	###	0.15126478780583003	0.6887955029906645	ETS2
chr13_101366244_101366645	TMTC4	rs111444108,rs112049815,rs112735878,rs113545237,rs113899052,rs113927248,rs11839405,rs11839837,rs11842610,rs1283113,rs1283193,rs1283196,rs1283199,rs1283205,rs1283211,rs1283213,rs1283215,rs1283216,rs1283219,rs1283223,rs12871671,rs140338943,rs141001626,rs141984006,rs142294866,rs147629815,rs147995302,rs148500274,rs16957656,rs1711175,rs1711178,rs17475905,rs17579292,rs17579299,rs17579424,rs1765749,rs184485303,rs186731171,rs186822649,rs191162374,rs1983325,rs1983326,rs2025399,rs2063908,rs2063910,rs2390525,rs2390526,rs2675554,rs2786946,rs2786950,rs2791672,rs2791681,rs2791682,rs2791683,rs2791684,rs2791687,rs41281130,rs4264254,rs4523807,rs58088767,rs61968921,rs72663017,rs72663019,rs72663027,rs72663029,rs72663036,rs74643761,rs75717869,rs75817652,rs76053448,rs76424655,rs76673302,rs77120941,rs77358306,rs77386403,rs77763563,rs78291462,rs78416003,rs78490189,rs78596404,rs79335425,rs79753302,rs7987438,rs79883918,rs9300617,rs945962,rs9513780,rs9518128,rs9554718,rs9582409	###	###	0.15122690951606435	0.6889743467856111	ETS2
chr11_59411345_59412240	OSBP	rs113294398,rs142019080,rs143737229,rs147459748,rs192751813,rs58083389,rs60239171,rs6591542,rs7121463,rs76478883,rs78462078,rs7941459,rs80009397	###	###	0.15113394596840266	0.6894130885408234	ETS2
chr19_548465_549929	BSG	rs11085082,rs11085085,rs11085137,rs113528484,rs11670679,rs118175540,rs11880989,rs12459164,rs143384686,rs16990502,rs17841770,rs192057249,rs2283571,rs2288955,rs3814895,rs3852909,rs4919813,rs4919865,rs62130840,rs62130842,rs7255072,rs7257969,rs72618586	###	###	0.1510609623758977	0.6897573461898168	NR2F6,BHLHE40,RXRA,ELK1,MAZ,ZBTB7A,CTCF,NFIX,POU3F3,TBR1,NFIC,ETS2,EGR3,RXRB,EGR1,ETV5,NFIB,NR2F1,NR2E1
chr6_3723779_3724266	PXDC1	rs10458160,rs116083446,rs12191206,rs12200989,rs12202594,rs12207353,rs12211622,rs12212080,rs12214862,rs12216237,rs13209482,rs13209896,rs141885436,rs143099948,rs144711805,rs148008606,rs148095044,rs149344629,rs150003697,rs17136856,rs192147699,rs192406445,rs226939,rs226940,rs226941,rs2281267,rs28539139,rs60535788,rs61352594,rs6903373,rs6909042,rs6929111,rs6932937,rs71547254,rs73722526,rs73722528,rs75402028,rs78983195,rs80178938	###	###	0.15099263719386502	0.6900794798733977	NFIX,ZBTB7A,ESRRA,EGR3,ETS2,RXRB,EGR1,NR2F1
chr12_125670631_125672200	TMEM132B	rs1029075,rs11608444,rs144412945,rs183474639,rs2170624,rs34019704,rs34107239,rs3751178,rs4765224,rs56395910,rs61943060,rs61943062,rs61943063,rs73231698,rs74513364,rs75840253,rs80131194	###	###	0.1508746553392537	0.6906353870415136	ETS2
chr15_74020573_74020875	C15orf59	rs114092967,rs11631452,rs11634382,rs11635122,rs11637413,rs11639029,rs116863786,rs117231166,rs117246148,rs117629169,rs138935049,rs141449888,rs141509040,rs146490768,rs146872519,rs147300372,rs148127645,rs148727154,rs16958215,rs28420609,rs28481510,rs28739269,rs57292194,rs57600045,rs76546189,rs77191034,rs78824012,rs79480015	rs116863786	###	0.1506958017165108	0.6914772782013567	ETS2
chr1_40469917_40471548	CAP1	rs111500127,rs11207225,rs114841734,rs116775222,rs137892037,rs139284514,rs139719266,rs144917196,rs145490068,rs1492701,rs181131334,rs187118507,rs189390960,rs2047007,rs2131311,rs3103771,rs3103778,rs3131696,rs3131697,rs3131700,rs6669088,rs77428059,rs78697122,rs79426379,rs79595272	###	###	0.15047285566392232	0.6925253108171734	ETS2,NR2F1,RXRB,ETV5
chr7_107919419_107919632	NRCAM	rs140652047,rs145810872,rs147800199,rs183115679,rs187185571,rs191526017,rs76961039	###	###	0.15039972439063157	0.69286874738657	SOX2,FOXO4,NFIX
chr19_11285327_11285568	KANK2	rs111807392,rs117494879,rs142006548,rs143466522,rs17242983,rs17699030,rs189644007,rs189691018,rs193060255,rs3810309,rs4804573,rs4804575,rs4804576,rs56048141,rs75093747,rs8101801,rs8107089	rs189691018	###	0.15031566923320921	0.6932632754282321	ETS2,NFIX
chr14_74460279_74460486	ALDH6A1	rs117001163,rs56287558	###	###	0.15028062225017166	0.6934277086840026	ETS2
chr1_32315843_32316048	PTP4A2	rs12078083,rs12078084,rs12756533,rs148703478,rs1760306,rs1790044,rs1790046,rs184323536,rs2475833,rs34760089,rs35533335,rs586974,rs594540,rs608637,rs61780230,rs633419,rs669405,rs669796,rs671101,rs686069,rs687234,rs687605,rs76610184,rs78895128	###	###	0.15010749271069374	0.6942394253135356	ELK1,SOX2,RXRB,ETS2
chr9_140031301_140031798	GRIN1,RNF208	rs10117795,rs10283845,rs10747048,rs10747049,rs11145990,rs11145996,rs11146000,rs1126442,rs11549105,rs11549106,rs116750751,rs117704654,rs11794201,rs118117962,rs181179986,rs28369482,rs28393706,rs28451678,rs28452292,rs28469605,rs28490558,rs28507734,rs28514863,rs28544087,rs28560209,rs28664164,rs28665875,rs28676711,rs28705343,rs28770882,rs3922734,rs4074426,rs41290007,rs4880089,rs4880091,rs4880199,rs4880200,rs4880219,rs55642373,rs55956196,rs6293,rs6420280,rs6420281,rs6560658,rs6560664,rs6560665,rs72763283,rs72763284,rs73571550,rs73571568,rs75109200,rs76199364,rs77712801,rs9411309,rs9775861	###	###	0.15006340070913549	0.6944459981890618	NR2F6,CTCF,RXRB,YY1,OLIG1,FOXG1,E2F3,HEY1,ARNT2,NFIX,POU3F3,ETV5,TCF4,EPAS1,BHLHE41,EGR3,ETS2,SRF,EGR1,TBP,BHLHE40,E2F4,ZBTB7A,ESRRA,NFE2L2,NR2F1
chr17_38337507_38337716	RAPGEFL1	rs113171555,rs12103921,rs12944717,rs143627858,rs145214434,rs151114485,rs17679038,rs2280400,rs2314338,rs34223321,rs3744806,rs45567834,rs55772196,rs55991953,rs56013073,rs61024420,rs6503537,rs7211770,rs72836619,rs72836633,rs72836646,rs7405635,rs78746532,rs8073925,rs8082192,rs9892973,rs9907683,rs9908354	###	###	0.14998869974677462	0.6947958340781263	NFIX,ZBTB7A,ETS2,RXRB,NR2F1
chr14_100779139_100779871	SLC25A29	rs11557209,rs117816258,rs141436531,rs142446085,rs143773434,rs145145274,rs184039432,rs186810985,rs3809407,rs3825555,rs732625,rs77533993,rs8007427	###	###	0.1497627342099296	0.6958529809619691	ETS2
chr2_217301063_217301446	MARCH4	rs112294725,rs113115277,rs113666097,rs116035511,rs11686241,rs11886806,rs11886888,rs11892361,rs12019177,rs12614601,rs12615939,rs12621805,rs13388532,rs13410848,rs13411746,rs13411858,rs139534027,rs140761106,rs141879134,rs143290054,rs143613761,rs143712660,rs146607503,rs147182445,rs149503871,rs150627451,rs16856031,rs16856033,rs16856041,rs16856088,rs16856226,rs17335817,rs17486539,rs17558615,rs17558671,rs192046801,rs2066522,rs2129119,rs2271334,rs2372824,rs2666286,rs284524,rs284525,rs284526,rs284529,rs284530,rs284532,rs284555,rs284563,rs284564,rs3806573,rs4324305,rs505883,rs55671904,rs57180897,rs57819459,rs58617956,rs66931264,rs6711457,rs6711638,rs6717535,rs6736106,rs6744504,rs6744656,rs6753061,rs71577872,rs72946656,rs72946695,rs72948623,rs72948630,rs72948636,rs72948654,rs7575125,rs75958937,rs7598616,rs76052387,rs76135609,rs76594562,rs77005032,rs784548,rs79522970,rs80254416,rs8179823,rs909330,rs9636338	###	###	0.14969665567920853	0.6961618111655864	ETS2,RXRB,MEIS3,ETV5
